sector,ticker
Consumer Discretionary,UAA
Industrials,UNP
Industrials,UAL
Health Care,UNH
Industrials,UPS
Industrials,URI
Industrials,UTX
Health Care,UHS
Financials,UNM
Health Care,VAR
Real Estate,VTR
Information Technology,VRSN
Industrials,VRSK
Telecommunication Services,VZ
Health Care,VRTX
Information Technology,V
Real Estate,VNO
Materials,VMC
Consumer Staples,WMT
Consumer Staples,WBA
Industrials,WM
Utilities,WEC
Financials,WFC
Information Technology,WDC
Information Technology,WU
Materials,WRK
Real Estate,WY
Consumer Discretionary,WHR
Energy,WMB
Utilities,XEL
Information Technology,XRX
Industrials,XYL
Financials,ZION
Health Care,ZTS
